,Variable,Year,Province,Value,Admin_Lvl,Region,Unit
11894,Annual Per Capita Poverty Threshold (in Pesos),2027,Nueva Ecija,34965.884405496385,Province,Region III, PHP
11895,Annual Per Capita Poverty Threshold (in Pesos),2024,Nueva Vizcaya,20405.375625367415,Province,Region II, PHP
11896,Annual Per Capita Poverty Threshold (in Pesos),2027,Nueva Vizcaya,20405.375625367415,Province,Region II, PHP
11897,Annual Per Capita Poverty Threshold (in Pesos),2024,Occidental Mindoro,23255.928381011716,Province,Region IV-B, PHP
11898,Annual Per Capita Poverty Threshold (in Pesos),2027,Occidental Mindoro,22499.37079449114,Province,Region IV-B, PHP
11899,Annual Per Capita Poverty Threshold (in Pesos),2024,Oriental Mindoro,21314.23493523092,Province,Region IV-B, PHP
11900,Annual Per Capita Poverty Threshold (in Pesos),2027,Oriental Mindoro,19104.372790575468,Province,Region IV-B, PHP
11901,Annual Per Capita Poverty Threshold (in Pesos),2024,PHILIPPINES,30123.076711800775,Country,Philippines, PHP
11902,Annual Per Capita Poverty Threshold (in Pesos),2027,PHILIPPINES,28109.015507346816,Country,Philippines, PHP
11903,Annual Per Capita Poverty Threshold (in Pesos),2024,Palawan,15501.479725526382,Province,Region IV-B, PHP
11904,Annual Per Capita Poverty Threshold (in Pesos),2027,Palawan,13071.245716703794,Province,Region IV-B, PHP
11905,Annual Per Capita Poverty Threshold (in Pesos),2024,Pampanga,28069.91903077369,Province,Region III, PHP
11906,Annual Per Capita Poverty Threshold (in Pesos),2027,Pampanga,26274.856061247123,Province,Region III, PHP
11907,Annual Per Capita Poverty Threshold (in Pesos),2024,Pangasinan,22725.469962557323,Province,Region I, PHP
11908,Annual Per Capita Poverty Threshold (in Pesos),2027,Pangasinan,21536.120972405628,Province,Region I, PHP
11909,Annual Per Capita Poverty Threshold (in Pesos),2024,Quezon,33985.17881388614,Province,Region IV-A, PHP
11910,Annual Per Capita Poverty Threshold (in Pesos),2027,Quezon,33710.76222068377,Province,Region IV-A, PHP
11911,Annual Per Capita Poverty Threshold (in Pesos),2024,Quirino,35983.40554435274,Province,Region II, PHP
11912,Annual Per Capita Poverty Threshold (in Pesos),2027,Quirino,38317.46036948802,Province,Region II, PHP
11913,Annual Per Capita Poverty Threshold (in Pesos),2024,Region I,27026.533123757818,Region,Region I, PHP
11914,Annual Per Capita Poverty Threshold (in Pesos),2027,Region I,26090.840594060955,Region,Region I, PHP
11915,Annual Per Capita Poverty Threshold (in Pesos),2024,Region II,31793.15938623041,Region,Region II, PHP
11916,Annual Per Capita Poverty Threshold (in Pesos),2027,Region II,30799.524695089644,Region,Region II, PHP
11917,Annual Per Capita Poverty Threshold (in Pesos),2024,Region III,37525.81170065475,Region,Region III, PHP
11918,Annual Per Capita Poverty Threshold (in Pesos),2027,Region III,36335.26146124986,Region,Region III, PHP
11919,Annual Per Capita Poverty Threshold (in Pesos),2024,Region IV-A,26635.973080024003,Region,Region IV-A, PHP
11920,Annual Per Capita Poverty Threshold (in Pesos),2027,Region IV-A,23016.93843319934,Region,Region IV-A, PHP
11921,Annual Per Capita Poverty Threshold (in Pesos),2024,Region IV-B,23985.75140951007,Region,Region IV-B, PHP
11922,Annual Per Capita Poverty Threshold (in Pesos),2027,Region IV-B,22896.253813465846,Region,Region IV-B, PHP
11923,Annual Per Capita Poverty Threshold (in Pesos),2024,Region IX,26964.32239206559,Region,Region IX, PHP
11924,Annual Per Capita Poverty Threshold (in Pesos),2027,Region IX,23976.007641191332,Region,Region IX, PHP
11925,Annual Per Capita Poverty Threshold (in Pesos),2024,Region V,28545.07835368065,Region,Region V, PHP
11926,Annual Per Capita Poverty Threshold (in Pesos),2027,Region V,26614.233292513807,Region,Region V, PHP
11927,Annual Per Capita Poverty Threshold (in Pesos),2024,Region VI,28407.762434884353,Region,Region VI, PHP
11928,Annual Per Capita Poverty Threshold (in Pesos),2027,Region VI,26782.850286267323,Region,Region VI, PHP
11929,Annual Per Capita Poverty Threshold (in Pesos),2024,Region VII,30649.296513439764,Region,Region VII, PHP
11930,Annual Per Capita Poverty Threshold (in Pesos),2027,Region VII,28744.013552633092,Region,Region VII, PHP
11931,Annual Per Capita Poverty Threshold (in Pesos),2024,Region VIII,21716.414130966208,Region,Region VIII, PHP
11932,Annual Per Capita Poverty Threshold (in Pesos),2027,Region VIII,18441.878136126626,Region,Region VIII, PHP
11933,Annual Per Capita Poverty Threshold (in Pesos),2024,Region X,37675.050743428365,Region,Region X, PHP
11934,Annual Per Capita Poverty Threshold (in Pesos),2027,Region X,39464.54771625908,Region,Region X, PHP
11935,Annual Per Capita Poverty Threshold (in Pesos),2024,Region XI,24599.783971493518,Region,Region XI, PHP
11936,Annual Per Capita Poverty Threshold (in Pesos),2027,Region XI,23903.23424842535,Region,Region XI, PHP
11937,Annual Per Capita Poverty Threshold (in Pesos),2024,Region XII,20575.830118490816,Region,Region XII, PHP
11938,Annual Per Capita Poverty Threshold (in Pesos),2027,Region XII,17628.676855781512,Region,Region XII, PHP
11939,Annual Per Capita Poverty Threshold (in Pesos),2024,Rizal,32260.972038334046,Province,Region IV-A, PHP
11940,Annual Per Capita Poverty Threshold (in Pesos),2027,Rizal,29455.51419101803,Province,Region IV-A, PHP
11941,Annual Per Capita Poverty Threshold (in Pesos),2024,Romblon,43175.25391257985,Province,Region IV-B, PHP
11942,Annual Per Capita Poverty Threshold (in Pesos),2027,Romblon,47831.63878486822,Province,Region IV-B, PHP
11943,Annual Per Capita Poverty Threshold (in Pesos),2024,Sarangani,19567.748868288476,Province,Region XII, PHP
11944,Annual Per Capita Poverty Threshold (in Pesos),2027,Sarangani,19567.748868288476,Province,Region XII, PHP
11945,Annual Per Capita Poverty Threshold (in Pesos),2024,Siquijor,16634.617103542576,Province,Region VII, PHP
11946,Annual Per Capita Poverty Threshold (in Pesos),2027,Siquijor,14795.347586953918,Province,Region VII, PHP
11947,Annual Per Capita Poverty Threshold (in Pesos),2024,Sorsogon,19238.99258089614,Province,Region V, PHP
11948,Annual Per Capita Poverty Threshold (in Pesos),2027,Sorsogon,17167.9064922373,Province,Region V, PHP
11949,Annual Per Capita Poverty Threshold (in Pesos),2024,South Cotabato,20805.51907471899,Province,Region XII, PHP
11950,Annual Per Capita Poverty Threshold (in Pesos),2027,South Cotabato,20805.51907471899,Province,Region XII, PHP
11951,Annual Per Capita Poverty Threshold (in Pesos),2024,Southern Leyte,25021.59539291566,Province,Region VIII, PHP
11952,Annual Per Capita Poverty Threshold (in Pesos),2027,Southern Leyte,24248.193775003954,Province,Region VIII, PHP
11953,Annual Per Capita Poverty Threshold (in Pesos),2024,Sultan Kudarat,21409.50773455579,Province,Region XII, PHP
11954,Annual Per Capita Poverty Threshold (in Pesos),2027,Sultan Kudarat,19494.488555191136,Province,Region XII, PHP
11955,Annual Per Capita Poverty Threshold (in Pesos),2024,Sulu,26538.15681795869,Province,ARMM, PHP
11956,Annual Per Capita Poverty Threshold (in Pesos),2027,Sulu,25477.629217395737,Province,ARMM, PHP
11957,Annual Per Capita Poverty Threshold (in Pesos),2024,Surigao Del Norte,21748.9217036101,Province,Region XIII, PHP
11958,Annual Per Capita Poverty Threshold (in Pesos),2027,Surigao Del Norte,21748.9217036101,Province,Region XIII, PHP
11959,Annual Per Capita Poverty Threshold (in Pesos),2024,Surigao Del Sur,20952.12622908429,Province,Region XIII, PHP
11960,Annual Per Capita Poverty Threshold (in Pesos),2027,Surigao Del Sur,20952.12622908429,Province,Region XIII, PHP
11961,Annual Per Capita Poverty Threshold (in Pesos),2024,Tarlac,29212.236834754403,Province,Region III, PHP
11962,Annual Per Capita Poverty Threshold (in Pesos),2027,Tarlac,26761.30213810573,Province,Region III, PHP
11963,Annual Per Capita Poverty Threshold (in Pesos),2024,Tawi-tawi,21857.68731155605,Province,ARMM, PHP
11964,Annual Per Capita Poverty Threshold (in Pesos),2027,Tawi-tawi,20969.433974096217,Province,ARMM, PHP
11965,Annual Per Capita Poverty Threshold (in Pesos),2024,Western Samar,21327.669901301837,Province,Region VIII, PHP
11966,Annual Per Capita Poverty Threshold (in Pesos),2027,Western Samar,19181.144131620134,Province,Region VIII, PHP
11967,Annual Per Capita Poverty Threshold (in Pesos),2024,Zambales,30454.77380141644,Province,Region III, PHP
11968,Annual Per Capita Poverty Threshold (in Pesos),2027,Zambales,29693.73797194016,Province,Region III, PHP
11969,Annual Per Capita Poverty Threshold (in Pesos),2024,Zamboanga Sibugay,21615.554369504578,Province,Region IX, PHP
11970,Annual Per Capita Poverty Threshold (in Pesos),2027,Zamboanga Sibugay,21049.762334095365,Province,Region IX, PHP
11971,Annual Per Capita Poverty Threshold (in Pesos),2024,Zamboanga del Norte,27759.18979547686,Province,Region IX, PHP
11972,Annual Per Capita Poverty Threshold (in Pesos),2027,Zamboanga del Norte,25942.668823692067,Province,Region IX, PHP
11973,Annual Per Capita Poverty Threshold (in Pesos),2024,Zamboanga del Sur,20907.232749566974,Province,Region IX, PHP
11974,Annual Per Capita Poverty Threshold (in Pesos),2027,Zamboanga del Sur,19227.88064437526,Province,Region IX, PHP
11975,Poverty Incidence among Families (%),2024,1st District,2.782069239450037,District,NCR,%
11976,Poverty Incidence among Families (%),2027,1st District,2.782069239450037,District,NCR,%
11977,Poverty Incidence among Families (%),2024,2nd District,1.8847784187109753,District,NCR,%
11978,Poverty Incidence among Families (%),2027,2nd District,1.8847784187109753,District,NCR,%
11979,Poverty Incidence among Families (%),2024,3rd District,3.012991313880998,District,NCR,%
11980,Poverty Incidence among Families (%),2027,3rd District,3.1668552320928174,District,NCR,%
11981,Poverty Incidence among Families (%),2024,4th District,2.265342387362462,District,NCR,%
11982,Poverty Incidence among Families (%),2027,4th District,2.265342387362462,District,NCR,%
11983,Poverty Incidence among Families (%),2024,ARMM,44.26138030070459,Region,ARMM,%
11984,Poverty Incidence among Families (%),2027,ARMM,44.26138030070459,Region,ARMM,%
11985,Poverty Incidence among Families (%),2024,Abra,39.77115641888471,Province,CAR,%
11986,Poverty Incidence among Families (%),2027,Abra,34.26862967385721,Province,CAR,%
11987,Poverty Incidence among Families (%),2024,Agusan del Norte,28.518249995103073,Province,Region XIII,%
11988,Poverty Incidence among Families (%),2027,Agusan del Norte,28.518249995103073,Province,Region XIII,%
11989,Poverty Incidence among Families (%),2024,Agusan del Sur,37.87234871523983,Province,Region XIII,%
11990,Poverty Incidence among Families (%),2027,Agusan del Sur,37.87234871523983,Province,Region XIII,%
11991,Poverty Incidence among Families (%),2024,Aklan,24.042786571544656,Province,Region VI,%
11992,Poverty Incidence among Families (%),2027,Aklan,11.934146451463258,Province,Region VI,%
11993,Poverty Incidence among Families (%),2024,Albay,20.329634350140463,Province,Region V,%
11994,Poverty Incidence among Families (%),2027,Albay,20.925319701106375,Province,Region V,%
11995,Poverty Incidence among Families (%),2024,Antique,33.291979545203624,Province,Region VI,%
11996,Poverty Incidence among Families (%),2027,Antique,23.951074286840758,Province,Region VI,%
11997,Poverty Incidence among Families (%),2024,Apayao,3.6576748144210223,Province,CAR,%
11998,Poverty Incidence among Families (%),2027,Apayao,3.3813499127509252,Province,CAR,%
11999,Poverty Incidence among Families (%),2024,Aurora,19.184067513116894,Province,Region III,%
12000,Poverty Incidence among Families (%),2027,Aurora,19.184067513116894,Province,Region III,%
12001,Poverty Incidence among Families (%),2024,Basilan,28.905621746539754,Province,ARMM,%
12002,Poverty Incidence among Families (%),2027,Basilan,28.905621746539754,Province,ARMM,%
12003,Poverty Incidence among Families (%),2024,Bataan,5.55322939704565,Province,Region III,%
12004,Poverty Incidence among Families (%),2027,Bataan,5.55322939704565,Province,Region III,%
12005,Poverty Incidence among Families (%),2024,Batanes,6.634006868144797,Province,Region II,%
12006,Poverty Incidence among Families (%),2027,Batanes,6.634006868144797,Province,Region II,%
12007,Poverty Incidence among Families (%),2024,Batangas,9.55417849322472,Province,Region IV-A,%
12008,Poverty Incidence among Families (%),2027,Batangas,9.55417849322472,Province,Region IV-A,%
12009,Poverty Incidence among Families (%),2024,Benguet,3.7676787591466883,Province,CAR,%
12010,Poverty Incidence among Families (%),2027,Benguet,3.7676787591466883,Province,CAR,%
12011,Poverty Incidence among Families (%),2024,Biliran,20.107920473832845,Province,Region VIII,%
12012,Poverty Incidence among Families (%),2027,Biliran,20.107920473832845,Province,Region VIII,%
12013,Poverty Incidence among Families (%),2024,Bohol,41.781858844585194,Province,Region VII,%
12014,Poverty Incidence among Families (%),2027,Bohol,33.54714081168127,Province,Region VII,%
12015,Poverty Incidence among Families (%),2024,Bukidnon,34.49746151897108,Province,Region X,%
12016,Poverty Incidence among Families (%),2027,Bukidnon,34.49746151897108,Province,Region X,%
12017,Poverty Incidence among Families (%),2024,Bulacan,4.564372980557433,Province,Region III,%
12018,Poverty Incidence among Families (%),2027,Bulacan,4.564372980557433,Province,Region III,%
12019,Poverty Incidence among Families (%),2024,CAR,15.873314850746016,Region,CAR,%
12020,Poverty Incidence among Families (%),2027,CAR,18.21165927744173,Region,CAR,%
12021,Poverty Incidence among Families (%),2024,Cagayan,10.4537693954072,Province,Region II,%
12022,Poverty Incidence among Families (%),2027,Cagayan,11.224257221158243,Province,Region II,%
12023,Poverty Incidence among Families (%),2024,Camarines Norte,25.68604689972338,Province,Region V,%
12024,Poverty Incidence among Families (%),2027,Camarines Norte,25.68604689972338,Province,Region V,%
12025,Poverty Incidence among Families (%),2024,Camarines Sur,32.06530315619918,Province,Region V,%
12026,Poverty Incidence among Families (%),2027,Camarines Sur,32.06530315619918,Province,Region V,%
12027,Poverty Incidence among Families (%),2024,Camiguin,24.2372278865132,Province,Region X,%
12028,Poverty Incidence among Families (%),2027,Camiguin,24.2372278865132,Province,Region X,%
12029,Poverty Incidence among Families (%),2024,Capiz,25.835414852956628,Province,Region VI,%
12030,Poverty Incidence among Families (%),2027,Capiz,16.28651704656944,Province,Region VI,%
12031,Poverty Incidence among Families (%),2024,Region XIII,29.792353359536172,Region,Region XIII,%
12032,Poverty Incidence among Families (%),2027,Region XIII,30.451197095455615,Region,Region XIII,%
12033,Poverty Incidence among Families (%),2024,Catanduanes,24.324327369237384,Province,Region V,%
12034,Poverty Incidence among Families (%),2027,Catanduanes,24.324327369237384,Province,Region V,%
12035,Poverty Incidence among Families (%),2024,Cavite,3.13102877724326,Province,Region IV-A,%
12036,Poverty Incidence among Families (%),2027,Cavite,3.13102877724326,Province,Region IV-A,%
12037,Poverty Incidence among Families (%),2024,Cebu,20.406370624956256,Province,Region VII,%
12038,Poverty Incidence among Families (%),2027,Cebu,20.406370624956256,Province,Region VII,%
12039,Poverty Incidence among Families (%),2024,Compostela Valley,31.984620303003812,Province,Region XI,%
12040,Poverty Incidence among Families (%),2027,Compostela Valley,31.485986632533287,Province,Region XI,%
12041,Poverty Incidence among Families (%),2024,Cotabato City,26.544018033182354,Province,Region XII,%
12042,Poverty Incidence among Families (%),2027,Cotabato City,30.231629996644727,Province,Region XII,%
12043,Poverty Incidence among Families (%),2024,Davao Oriental,31.81130075921649,Province,Region XI,%
12044,Poverty Incidence among Families (%),2027,Davao Oriental,31.81130075921649,Province,Region XI,%
12045,Poverty Incidence among Families (%),2024,Davao del Norte,6.0543085916967545,Province,Region XI,%
12046,Poverty Incidence among Families (%),2027,Davao del Norte,5.690834493625291,Province,Region XI,%
12047,Poverty Incidence among Families (%),2024,Davao del Sur,19.74361611500912,Province,Region XI,%
12048,Poverty Incidence among Families (%),2027,Davao del Sur,20.20052267443572,Province,Region XI,%
12049,Poverty Incidence among Families (%),2024,Eastern Samar,41.93653764607832,Province,Region VIII,%
12050,Poverty Incidence among Families (%),2027,Eastern Samar,41.93653764607832,Province,Region VIII,%
12051,Poverty Incidence among Families (%),2024,Guimaras,10.242692772919153,Province,Region VI,%
12052,Poverty Incidence among Families (%),2027,Guimaras,10.242692772919153,Province,Region VI,%
12053,Poverty Incidence among Families (%),2024,Ifugao,19.75879521330191,Province,CAR,%
12054,Poverty Incidence among Families (%),2027,Ifugao,19.75879521330191,Province,CAR,%
12055,Poverty Incidence among Families (%),2024,Ilocos Norte,1.5982550985286668,Province,Region I,%
12056,Poverty Incidence among Families (%),2027,Ilocos Norte,1.5681834593045367,Province,Region I,%
12057,Poverty Incidence among Families (%),2024,Ilocos Sur,11.970906697656998,Province,Region I,%
12058,Poverty Incidence among Families (%),2027,Ilocos Sur,11.970906697656998,Province,Region I,%
12059,Poverty Incidence among Families (%),2024,Iloilo,19.202370515015303,Province,Region VI,%
12060,Poverty Incidence among Families (%),2027,Iloilo,15.486679417643643,Province,Region VI,%
12061,Poverty Incidence among Families (%),2024,Isabela,17.660999363824793,Province,Region II,%
12062,Poverty Incidence among Families (%),2027,Isabela,17.660999363824793,Province,Region II,%
12063,Poverty Incidence among Families (%),2024,Isabela City,20.803365278729114,Province,Region IX,%
12064,Poverty Incidence among Families (%),2027,Isabela City,20.803365278729114,Province,Region IX,%
12065,Poverty Incidence among Families (%),2024,Kalinga,20.187616488141806,Province,CAR,%
12066,Poverty Incidence among Families (%),2027,Kalinga,20.187616488141806,Province,CAR,%
12067,Poverty Incidence among Families (%),2024,La Union,21.05816151932477,Province,Region I,%
12068,Poverty Incidence among Families (%),2027,La Union,12.768824790777893,Province,Region I,%
12069,Poverty Incidence among Families (%),2024,Laguna,4.710050580080644,Province,Region IV-A,%
12070,Poverty Incidence among Families (%),2027,Laguna,4.710050580080644,Province,Region IV-A,%
12071,Poverty Incidence among Families (%),2024,Lanao del Norte,33.58765595766188,Province,Region X,%
12072,Poverty Incidence among Families (%),2027,Lanao del Norte,33.58765595766188,Province,Region X,%
12073,Poverty Incidence among Families (%),2024,Lanao del Sur,51.396417125952404,Province,ARMM,%
12074,Poverty Incidence among Families (%),2027,Lanao del Sur,51.396417125952404,Province,ARMM,%
12075,Poverty Incidence among Families (%),2024,Leyte,24.31317734158181,Province,Region VIII,%
12076,Poverty Incidence among Families (%),2027,Leyte,24.89173422562472,Province,Region VIII,%
12077,Poverty Incidence among Families (%),2024,Maguindanao,44.7361107042461,Province,ARMM,%
12078,Poverty Incidence among Families (%),2027,Maguindanao,44.7361107042461,Province,ARMM,%
12079,Poverty Incidence among Families (%),2024,Marinduque,27.46570828150971,Province,Region IV-B,%
12080,Poverty Incidence among Families (%),2027,Marinduque,17.69678525835521,Province,Region IV-B,%
12081,Poverty Incidence among Families (%),2024,Masbate,37.62308866964877,Province,Region V,%
12082,Poverty Incidence among Families (%),2027,Masbate,42.74837005904541,Province,Region V,%
12083,Poverty Incidence among Families (%),2024,Misamis Occidental,35.6926703150932,Province,Region X,%
12084,Poverty Incidence among Families (%),2027,Misamis Occidental,35.61604177585674,Province,Region X,%
12085,Poverty Incidence among Families (%),2024,Misamis Oriental,26.720941335158624,Province,Region X,%
12086,Poverty Incidence among Families (%),2027,Misamis Oriental,21.709875181253057,Province,Region X,%
12087,Poverty Incidence among Families (%),2024,Mt. Province,23.15384531264978,Province,CAR,%
12088,Poverty Incidence among Families (%),2027,Mt. Province,24.39284427489075,Province,CAR,%
12089,Poverty Incidence among Families (%),2024,NCR,2.4652153279708555,Region,NCR,%
12090,Poverty Incidence among Families (%),2027,NCR,2.4652153279708555,Region,NCR,%
12091,Poverty Incidence among Families (%),2024,Negros Occidental,20.891393158644366,Province,Region VI,%
12092,Poverty Incidence among Families (%),2027,Negros Occidental,20.891393158644366,Province,Region VI,%
12093,Poverty Incidence among Families (%),2024,Negros Oriental,31.7519412700786,Province,Region VII,%
12094,Poverty Incidence among Families (%),2027,Negros Oriental,31.7519412700786,Province,Region VII,%
12095,Poverty Incidence among Families (%),2024,North Cotabato,19.041845325294656,Province,Region XII,%
12096,Poverty Incidence among Families (%),2027,North Cotabato,19.041845325294656,Province,Region XII,%
12097,Poverty Incidence among Families (%),2024,Northern Samar,39.849979038246744,Province,Region VIII,%
12098,Poverty Incidence among Families (%),2027,Northern Samar,39.849979038246744,Province,Region VIII,%
12099,Poverty Incidence among Families (%),2024,Nueva Ecija,17.389126637860336,Province,Region III,%
12100,Poverty Incidence among Families (%),2027,Nueva Ecija,17.389126637860336,Province,Region III,%
12101,Poverty Incidence among Families (%),2024,Nueva Vizcaya,10.805279298977355,Province,Region II,%
12102,Poverty Incidence among Families (%),2027,Nueva Vizcaya,10.805279298977355,Province,Region II,%
12103,Poverty Incidence among Families (%),2024,Occidental Mindoro,26.889970378456596,Province,Region IV-B,%
12104,Poverty Incidence among Families (%),2027,Occidental Mindoro,26.889970378456596,Province,Region IV-B,%
12105,Poverty Incidence among Families (%),2024,Oriental Mindoro,17.473484278267577,Province,Region IV-B,%
12106,Poverty Incidence among Families (%),2027,Oriental Mindoro,18.271126269349512,Province,Region IV-B,%
12107,Poverty Incidence among Families (%),2024,PHILIPPINES,21.331932342203505,Country,Philippines,%
12108,Poverty Incidence among Families (%),2027,PHILIPPINES,20.285934871484148,Country,Philippines,%
12109,Poverty Incidence among Families (%),2024,Palawan,29.141367372303325,Province,Region IV-B,%
12110,Poverty Incidence among Families (%),2027,Palawan,25.97620133656303,Province,Region IV-B,%
12111,Poverty Incidence among Families (%),2024,Pampanga,3.0237515249620457,Province,Region III,%
12112,Poverty Incidence among Families (%),2027,Pampanga,3.0237515249620457,Province,Region III,%
12113,Poverty Incidence among Families (%),2024,Pangasinan,14.169691805490546,Province,Region I,%
12114,Poverty Incidence among Families (%),2027,Pangasinan,14.169691805490546,Province,Region I,%
12115,Poverty Incidence among Families (%),2024,Quezon,18.860540332040436,Province,Region IV-A,%
12116,Poverty Incidence among Families (%),2027,Quezon,19.124242868271466,Province,Region IV-A,%
12117,Poverty Incidence among Families (%),2024,Quirino,10.94451835508712,Province,Region II,%
12118,Poverty Incidence among Families (%),2027,Quirino,10.94451835508712,Province,Region II,%
12119,Poverty Incidence among Families (%),2024,Region I,17.748421896122235,Region,Region I,%
12120,Poverty Incidence among Families (%),2027,Region I,12.56966948223935,Region,Region I,%
12121,Poverty Incidence among Families (%),2024,Region II,13.640090911067773,Region,Region II,%
12122,Poverty Incidence among Families (%),2027,Region II,14.020554256470527,Region,Region II,%
12123,Poverty Incidence among Families (%),2024,Region III,10.057319373579537,Region,Region III,%
12124,Poverty Incidence among Families (%),2027,Region III,8.183808775157829,Region,Region III,%
12125,Poverty Incidence among Families (%),2024,Region IV-A,7.489299666734214,Region,Region IV-A,%
12126,Poverty Incidence among Families (%),2027,Region IV-A,7.489299666734214,Region,Region IV-A,%
12127,Poverty Incidence among Families (%),2024,Region IV-B,29.203367823967902,Region,Region IV-B,%
12128,Poverty Incidence among Families (%),2027,Region IV-B,24.25053595252897,Region,Region IV-B,%
12129,Poverty Incidence among Families (%),2024,Region IX,29.71196012358107,Region,Region IX,%
12130,Poverty Incidence among Families (%),2027,Region IX,31.946759482517635,Region,Region IX,%
12131,Poverty Incidence among Families (%),2024,Region V,36.28607232084129,Region,Region V,%
12132,Poverty Incidence among Families (%),2027,Region V,33.64920232275458,Region,Region V,%
12133,Poverty Incidence among Families (%),2024,Region VI,24.097205404941807,Region,Region VI,%
12134,Poverty Incidence among Families (%),2027,Region VI,20.309854523719128,Region,Region VI,%
12135,Poverty Incidence among Families (%),2024,Region VII,24.289250737542705,Region,Region VII,%
12136,Poverty Incidence among Families (%),2027,Region VII,24.289250737542705,Region,Region VII,%
12137,Poverty Incidence among Families (%),2024,Region VIII,34.801065873999406,Region,Region VIII,%
12138,Poverty Incidence among Families (%),2027,Region VIII,32.741788410003196,Region,Region VIII,%
12139,Poverty Incidence among Families (%),2024,Region X,17.507395117859915,Region,Region X,%
12140,Poverty Incidence among Families (%),2027,Region X,16.97703465798666,Region,Region X,%
12141,Poverty Incidence among Families (%),2024,Region XI,21.480777846991682,Region,Region XI,%
12142,Poverty Incidence among Families (%),2027,Region XI,24.436571697743503,Region,Region XI,%
12143,Poverty Incidence among Families (%),2024,Region XII,28.89043513858679,Region,Region XII,%
12144,Poverty Incidence among Families (%),2027,Region XII,28.89043513858679,Region,Region XII,%
12145,Poverty Incidence among Families (%),2024,Rizal,3.997814747065823,Province,Region IV-A,%
12146,Poverty Incidence among Families (%),2027,Rizal,3.997814747065823,Province,Region IV-A,%
12147,Poverty Incidence among Families (%),2024,Romblon,30.48549035482466,Province,Region IV-B,%
12148,Poverty Incidence among Families (%),2027,Romblon,30.48549035482466,Province,Region IV-B,%
12149,Poverty Incidence among Families (%),2024,Sarangani,42.902242502185025,Province,Region XII,%
12150,Poverty Incidence among Families (%),2027,Sarangani,42.902242502185025,Province,Region XII,%
12151,Poverty Incidence among Families (%),2024,Siquijor,19.63093121922464,Province,Region VII,%
12152,Poverty Incidence among Families (%),2027,Siquijor,19.63093121922464,Province,Region VII,%
12153,Poverty Incidence among Families (%),2024,Sorsogon,28.906232772190755,Province,Region V,%
12154,Poverty Incidence among Families (%),2027,Sorsogon,28.906232772190755,Province,Region V,%
12155,Poverty Incidence among Families (%),2024,South Cotabato,24.92394607718408,Province,Region XII,%
12156,Poverty Incidence among Families (%),2027,South Cotabato,25.312883134382318,Province,Region XII,%
12157,Poverty Incidence among Families (%),2024,Southern Leyte,25.924919780728644,Province,Region VIII,%
12158,Poverty Incidence among Families (%),2027,Southern Leyte,25.924919780728644,Province,Region VIII,%
12159,Poverty Incidence among Families (%),2024,Sultan Kudarat,22.253176105959977,Province,Region XII,%
12160,Poverty Incidence among Families (%),2027,Sultan Kudarat,21.760247470926753,Province,Region XII,%
12161,Poverty Incidence among Families (%),2024,Sulu,44.2318054971995,Province,ARMM,%
12162,Poverty Incidence among Families (%),2027,Sulu,43.549678789695704,Province,ARMM,%
12163,Poverty Incidence among Families (%),2024,Surigao Del Norte,27.042567711728722,Province,Region XIII,%
12164,Poverty Incidence among Families (%),2027,Surigao Del Norte,28.151669120612453,Province,Region XIII,%
12165,Poverty Incidence among Families (%),2024,Surigao Del Sur,30.180175729468026,Province,Region XIII,%
12166,Poverty Incidence among Families (%),2027,Surigao Del Sur,30.180175729468026,Province,Region XIII,%
12167,Poverty Incidence among Families (%),2024,Tarlac,12.646156584065723,Province,Region III,%
12168,Poverty Incidence among Families (%),2027,Tarlac,12.646156584065723,Province,Region III,%
12169,Poverty Incidence among Families (%),2024,Tawi-tawi,23.04129719589644,Province,ARMM,%
12170,Poverty Incidence among Families (%),2027,Tawi-tawi,23.04129719589644,Province,ARMM,%
12171,Poverty Incidence among Families (%),2024,Western Samar,33.28272195936031,Province,Region VIII,%
12172,Poverty Incidence among Families (%),2027,Western Samar,33.28272195936031,Province,Region VIII,%
12173,Poverty Incidence among Families (%),2024,Zambales,12.898942662034203,Province,Region III,%
12174,Poverty Incidence among Families (%),2027,Zambales,12.898942662034203,Province,Region III,%
12175,Poverty Incidence among Families (%),2024,Zamboanga Sibugay,30.893267637333075,Province,Region IX,%
12176,Poverty Incidence among Families (%),2027,Zamboanga Sibugay,31.57857938718982,Province,Region IX,%
12177,Poverty Incidence among Families (%),2024,Zamboanga del Norte,55.3123919082305,Province,Region IX,%
12178,Poverty Incidence among Families (%),2027,Zamboanga del Norte,46.041876920615856,Province,Region IX,%
12179,Poverty Incidence among Families (%),2024,Zamboanga del Sur,17.45711852007016,Province,Region IX,%
12180,Poverty Incidence among Families (%),2027,Zamboanga del Sur,18.256393845533765,Province,Region IX,%
12181,Magnitude of Poor Families,2024,1st District,9406.787982383608,District,NCR, families
12182,Magnitude of Poor Families,2027,1st District,9406.787982383608,District,NCR, families
12183,Magnitude of Poor Families,2024,2nd District,15937.939987430898,District,NCR, families
12184,Magnitude of Poor Families,2027,2nd District,15607.233533048238,District,NCR, families
12185,Magnitude of Poor Families,2024,3rd District,15609.3601723894,District,NCR, families
12186,Magnitude of Poor Families,2027,3rd District,22750.384874975807,District,NCR, families
12187,Magnitude of Poor Families,2024,4th District,18388.449486138954,District,NCR, families
