,Variable,Year,Province,Value,Admin_Lvl,Region,Unit
2641,Poverty Incidence among Population (%),2006,Region IV-A,10.3,Region,Region IV-A,%
2642,Poverty Incidence among Population (%),2009,Region IV-A,11.9,Region,Region IV-A,%
2643,Poverty Incidence among Population (%),2012,Region IV-A,10.9,Region,Region IV-A,%
2644,Poverty Incidence among Population (%),2015,Region IV-A,9.1,Region,Region IV-A,%
2645,Magnitude of Poor Population,1991,Region IV-A,1458036.0,Region,Region IV-A, people
2646,Magnitude of Poor Population,2006,Region IV-A,1140958.0,Region,Region IV-A, people
2647,Magnitude of Poor Population,2009,Region IV-A,1419975.0,Region,Region IV-A, people
2648,Magnitude of Poor Population,2012,Region IV-A,1425774.0,Region,Region IV-A, people
2649,Magnitude of Poor Population,2015,Region IV-A,1287966.0,Region,Region IV-A, people
2650,Subsistence Incidence among Population (%),1991,Region IV-A,7.2,Region,Region IV-A,%
2651,Subsistence Incidence among Population (%),2006,Region IV-A,3.3,Region,Region IV-A,%
2652,Subsistence Incidence among Population (%),2009,Region IV-A,2.9,Region,Region IV-A,%
2653,Subsistence Incidence among Population (%),2012,Region IV-A,3.2,Region,Region IV-A,%
2654,Subsistence Incidence among Population (%),2015,Region IV-A,2.3,Region,Region IV-A,%
2655,Magnitude of Subsistence Poor Population,1991,Region IV-A,459980.0,Region,Region IV-A, people
2656,Magnitude of Subsistence Poor Population,2006,Region IV-A,362560.0,Region,Region IV-A, people
2657,Magnitude of Subsistence Poor Population,2009,Region IV-A,343604.0,Region,Region IV-A, people
2658,Magnitude of Subsistence Poor Population,2012,Region IV-A,417528.0,Region,Region IV-A, people
2659,Magnitude of Subsistence Poor Population,2015,Region IV-A,330699.0,Region,Region IV-A, people
2660,Annual Per Capita Poverty Threshold (in Pesos),1991,Region IV-B,5753.0,Region,Region IV-B, PHP
2661,Annual Per Capita Poverty Threshold (in Pesos),2006,Region IV-B,12645.0,Region,Region IV-B, PHP
2662,Annual Per Capita Poverty Threshold (in Pesos),2009,Region IV-B,15613.0,Region,Region IV-B, PHP
2663,Annual Per Capita Poverty Threshold (in Pesos),2012,Region IV-B,17292.0,Region,Region IV-B, PHP
2664,Annual Per Capita Poverty Threshold (in Pesos),2015,Region IV-B,20224.0,Region,Region IV-B, PHP
2665,Poverty Incidence among Families (%),1991,Region IV-B,36.6,Region,Region IV-B,%
2666,Poverty Incidence among Families (%),2006,Region IV-B,32.4,Region,Region IV-B,%
2667,Poverty Incidence among Families (%),2009,Region IV-B,27.2,Region,Region IV-B,%
2668,Poverty Incidence among Families (%),2012,Region IV-B,23.6,Region,Region IV-B,%
2669,Poverty Incidence among Families (%),2015,Region IV-B,17.4,Region,Region IV-B,%
2670,Magnitude of Poor Families,1991,Region IV-B,132082.0,Region,Region IV-B, families
2671,Magnitude of Poor Families,2006,Region IV-B,176282.0,Region,Region IV-B, families
2672,Magnitude of Poor Families,2009,Region IV-B,160226.0,Region,Region IV-B, families
2673,Magnitude of Poor Families,2012,Region IV-B,150486.0,Region,Region IV-B, families
2674,Magnitude of Poor Families,2015,Region IV-B,121283.0,Region,Region IV-B, families
2675,Poverty Incidence among Population (%),1991,Region IV-B,44.4,Region,Region IV-B,%
2676,Poverty Incidence among Population (%),2006,Region IV-B,40.6,Region,Region IV-B,%
2677,Poverty Incidence among Population (%),2009,Region IV-B,34.5,Region,Region IV-B,%
2678,Poverty Incidence among Population (%),2012,Region IV-B,31.0,Region,Region IV-B,%
2679,Poverty Incidence among Population (%),2015,Region IV-B,24.4,Region,Region IV-B,%
2680,Magnitude of Poor Population,1991,Region IV-B,820158.0,Region,Region IV-B, people
2681,Magnitude of Poor Population,2006,Region IV-B,1047968.0,Region,Region IV-B, people
2682,Magnitude of Poor Population,2009,Region IV-B,921622.0,Region,Region IV-B, people
2683,Magnitude of Poor Population,2012,Region IV-B,876238.0,Region,Region IV-B, people
2684,Magnitude of Poor Population,2015,Region IV-B,754222.0,Region,Region IV-B, people
2685,Subsistence Incidence among Population (%),1991,Region IV-B,24.1,Region,Region IV-B,%
2686,Subsistence Incidence among Population (%),2006,Region IV-B,18.6,Region,Region IV-B,%
2687,Subsistence Incidence among Population (%),2009,Region IV-B,14.0,Region,Region IV-B,%
2688,Subsistence Incidence among Population (%),2012,Region IV-B,12.4,Region,Region IV-B,%
2689,Subsistence Incidence among Population (%),2015,Region IV-B,8.9,Region,Region IV-B,%
2690,Magnitude of Subsistence Poor Population,1991,Region IV-B,445752.0,Region,Region IV-B, people
2691,Magnitude of Subsistence Poor Population,2006,Region IV-B,479297.0,Region,Region IV-B, people
2692,Magnitude of Subsistence Poor Population,2009,Region IV-B,372600.0,Region,Region IV-B, people
2693,Magnitude of Subsistence Poor Population,2012,Region IV-B,349338.0,Region,Region IV-B, people
2694,Magnitude of Subsistence Poor Population,2015,Region IV-B,274684.0,Region,Region IV-B, people
2695,Annual Per Capita Poverty Threshold (in Pesos),1991,Region IX,5330.0,Region,Region IX, PHP
2696,Annual Per Capita Poverty Threshold (in Pesos),2006,Region IX,12743.0,Region,Region IX, PHP
2697,Annual Per Capita Poverty Threshold (in Pesos),2009,Region IX,16260.0,Region,Region IX, PHP
2698,Annual Per Capita Poverty Threshold (in Pesos),2012,Region IX,18054.0,Region,Region IX, PHP
2699,Annual Per Capita Poverty Threshold (in Pesos),2015,Region IX,20925.0,Region,Region IX, PHP
2700,Poverty Incidence among Families (%),1991,Region IX,36.4,Region,Region IX,%
2701,Poverty Incidence among Families (%),2006,Region IX,40.0,Region,Region IX,%
2702,Poverty Incidence among Families (%),2009,Region IX,39.5,Region,Region IX,%
2703,Poverty Incidence among Families (%),2012,Region IX,33.7,Region,Region IX,%
2704,Poverty Incidence among Families (%),2015,Region IX,26.0,Region,Region IX,%
2705,Magnitude of Poor Families,1991,Region IX,156354.0,Region,Region IX, families
2706,Magnitude of Poor Families,2006,Region IX,260619.0,Region,Region IX, families
2707,Magnitude of Poor Families,2009,Region IX,280271.0,Region,Region IX, families
2708,Magnitude of Poor Families,2012,Region IX,259749.0,Region,Region IX, families
2709,Magnitude of Poor Families,2015,Region IX,214011.0,Region,Region IX, families
2710,Poverty Incidence among Population (%),1991,Region IX,40.3,Region,Region IX,%
2711,Poverty Incidence among Population (%),2006,Region IX,45.0,Region,Region IX,%
2712,Poverty Incidence among Population (%),2009,Region IX,45.8,Region,Region IX,%
2713,Poverty Incidence among Population (%),2012,Region IX,40.1,Region,Region IX,%
2714,Poverty Incidence among Population (%),2015,Region IX,33.9,Region,Region IX,%
2715,Magnitude of Poor Population,1991,Region IX,913815.0,Region,Region IX, people
2716,Magnitude of Poor Population,2006,Region IX,1426807.0,Region,Region IX, people
2717,Magnitude of Poor Population,2009,Region IX,1510806.0,Region,Region IX, people
2718,Magnitude of Poor Population,2012,Region IX,1409819.0,Region,Region IX, people
2719,Magnitude of Poor Population,2015,Region IX,1274657.0,Region,Region IX, people
2720,Subsistence Incidence among Population (%),1991,Region IX,21.8,Region,Region IX,%
2721,Subsistence Incidence among Population (%),2006,Region IX,26.2,Region,Region IX,%
2722,Subsistence Incidence among Population (%),2009,Region IX,26.4,Region,Region IX,%
2723,Subsistence Incidence among Population (%),2012,Region IX,19.1,Region,Region IX,%
2724,Subsistence Incidence among Population (%),2015,Region IX,13.3,Region,Region IX,%
2725,Magnitude of Subsistence Poor Population,1991,Region IX,493741.0,Region,Region IX, people
2726,Magnitude of Subsistence Poor Population,2006,Region IX,831494.0,Region,Region IX, people
2727,Magnitude of Subsistence Poor Population,2009,Region IX,872323.0,Region,Region IX, people
2728,Magnitude of Subsistence Poor Population,2012,Region IX,670255.0,Region,Region IX, people
2729,Magnitude of Subsistence Poor Population,2015,Region IX,498897.0,Region,Region IX, people
2730,Annual Per Capita Poverty Threshold (in Pesos),1991,Region V,5807.0,Region,Region V, PHP
2731,Annual Per Capita Poverty Threshold (in Pesos),2006,Region V,13240.0,Region,Region V, PHP
2732,Annual Per Capita Poverty Threshold (in Pesos),2009,Region V,16888.0,Region,Region V, PHP
2733,Annual Per Capita Poverty Threshold (in Pesos),2012,Region V,18257.0,Region,Region V, PHP
2734,Annual Per Capita Poverty Threshold (in Pesos),2015,Region V,21476.0,Region,Region V, PHP
2735,Poverty Incidence among Families (%),1991,Region V,48.0,Region,Region V,%
2736,Poverty Incidence among Families (%),2006,Region V,35.4,Region,Region V,%
2737,Poverty Incidence among Families (%),2009,Region V,35.3,Region,Region V,%
2738,Poverty Incidence among Families (%),2012,Region V,32.3,Region,Region V,%
2739,Poverty Incidence among Families (%),2015,Region V,27.5,Region,Region V,%
2740,Magnitude of Poor Families,1991,Region V,395592.0,Region,Region V, families
2741,Magnitude of Poor Families,2006,Region V,361802.0,Region,Region V, families
2742,Magnitude of Poor Families,2009,Region V,385523.0,Region,Region V, families
2743,Magnitude of Poor Families,2012,Region V,375974.0,Region,Region V, families
2744,Magnitude of Poor Families,2015,Region V,346965.0,Region,Region V, families
2745,Poverty Incidence among Population (%),1991,Region V,54.5,Region,Region V,%
2746,Poverty Incidence among Population (%),2006,Region V,44.2,Region,Region V,%
2747,Poverty Incidence among Population (%),2009,Region V,44.2,Region,Region V,%
2748,Poverty Incidence among Population (%),2012,Region V,41.1,Region,Region V,%
2749,Poverty Incidence among Population (%),2015,Region V,36.0,Region,Region V,%
2750,Magnitude of Poor Population,1991,Region V,2450496.0,Region,Region V, people
2751,Magnitude of Poor Population,2006,Region V,2280000.0,Region,Region V, people
2752,Magnitude of Poor Population,2009,Region V,2338850.0,Region,Region V, people
2753,Magnitude of Poor Population,2012,Region V,2276848.0,Region,Region V, people
2754,Magnitude of Poor Population,2015,Region V,2172415.0,Region,Region V, people
2755,Subsistence Incidence among Population (%),1991,Region V,31.1,Region,Region V,%
2756,Subsistence Incidence among Population (%),2006,Region V,20.4,Region,Region V,%
2757,Subsistence Incidence among Population (%),2009,Region V,17.9,Region,Region V,%
2758,Subsistence Incidence among Population (%),2012,Region V,16.8,Region,Region V,%
2759,Subsistence Incidence among Population (%),2015,Region V,11.8,Region,Region V,%
2760,Magnitude of Subsistence Poor Population,1991,Region V,1399341.0,Region,Region V, people
2761,Magnitude of Subsistence Poor Population,2006,Region V,1051599.0,Region,Region V, people
2762,Magnitude of Subsistence Poor Population,2009,Region V,945633.0,Region,Region V, people
2763,Magnitude of Subsistence Poor Population,2012,Region V,929922.0,Region,Region V, people
2764,Magnitude of Subsistence Poor Population,2015,Region V,714681.0,Region,Region V, people
2765,Annual Per Capita Poverty Threshold (in Pesos),1991,Region VI,5580.0,Region,Region VI, PHP
2766,Annual Per Capita Poverty Threshold (in Pesos),2006,Region VI,12684.0,Region,Region VI, PHP
2767,Annual Per Capita Poverty Threshold (in Pesos),2009,Region VI,15971.0,Region,Region VI, PHP
2768,Annual Per Capita Poverty Threshold (in Pesos),2012,Region VI,18029.0,Region,Region VI, PHP
2769,Annual Per Capita Poverty Threshold (in Pesos),2015,Region VI,21070.0,Region,Region VI, PHP
2770,Poverty Incidence among Families (%),1991,Region VI,32.3,Region,Region VI,%
2771,Poverty Incidence among Families (%),2006,Region VI,22.7,Region,Region VI,%
2772,Poverty Incidence among Families (%),2009,Region VI,23.6,Region,Region VI,%
2773,Poverty Incidence among Families (%),2012,Region VI,22.8,Region,Region VI,%
2774,Poverty Incidence among Families (%),2015,Region VI,16.6,Region,Region VI,%
2775,Magnitude of Poor Families,1991,Region VI,345102.0,Region,Region VI, families
2776,Magnitude of Poor Families,2006,Region VI,316669.0,Region,Region VI, families
2777,Magnitude of Poor Families,2009,Region VI,353431.0,Region,Region VI, families
2778,Magnitude of Poor Families,2012,Region VI,365040.0,Region,Region VI, families
2779,Magnitude of Poor Families,2015,Region VI,281826.0,Region,Region VI, families
2780,Poverty Incidence among Population (%),1991,Region VI,39.6,Region,Region VI,%
2781,Poverty Incidence among Population (%),2006,Region VI,29.1,Region,Region VI,%
2782,Poverty Incidence among Population (%),2009,Region VI,30.8,Region,Region VI,%
2783,Poverty Incidence among Population (%),2012,Region VI,29.1,Region,Region VI,%
2784,Poverty Incidence among Population (%),2015,Region VI,22.4,Region,Region VI,%
2785,Magnitude of Poor Population,1991,Region VI,2256410.0,Region,Region VI, people
2786,Magnitude of Poor Population,2006,Region VI,1942554.0,Region,Region VI, people
2787,Magnitude of Poor Population,2009,Region VI,2110806.0,Region,Region VI, people
2788,Magnitude of Poor Population,2012,Region VI,2088471.0,Region,Region VI, people
2789,Magnitude of Poor Population,2015,Region VI,1728397.0,Region,Region VI, people
2790,Subsistence Incidence among Population (%),1991,Region VI,19.4,Region,Region VI,%
2791,Subsistence Incidence among Population (%),2006,Region VI,11.5,Region,Region VI,%
2792,Subsistence Incidence among Population (%),2009,Region VI,11.1,Region,Region VI,%
2793,Subsistence Incidence among Population (%),2012,Region VI,11.1,Region,Region VI,%
2794,Subsistence Incidence among Population (%),2015,Region VI,7.3,Region,Region VI,%
2795,Magnitude of Subsistence Poor Population,1991,Region VI,1105586.0,Region,Region VI, people
2796,Magnitude of Subsistence Poor Population,2006,Region VI,765455.0,Region,Region VI, people
2797,Magnitude of Subsistence Poor Population,2009,Region VI,761360.0,Region,Region VI, people
2798,Magnitude of Subsistence Poor Population,2012,Region VI,795985.0,Region,Region VI, people
2799,Magnitude of Subsistence Poor Population,2015,Region VI,559183.0,Region,Region VI, people
2800,Annual Per Capita Poverty Threshold (in Pesos),1991,Region VII,5670.0,Region,Region VII, PHP
2801,Annual Per Capita Poverty Threshold (in Pesos),2006,Region VII,13963.0,Region,Region VII, PHP
2802,Annual Per Capita Poverty Threshold (in Pesos),2009,Region VII,16662.0,Region,Region VII, PHP
2803,Annual Per Capita Poverty Threshold (in Pesos),2012,Region VII,18767.0,Region,Region VII, PHP
2804,Annual Per Capita Poverty Threshold (in Pesos),2015,Region VII,21914.0,Region,Region VII, PHP
2805,Poverty Incidence among Families (%),1991,Region VII,38.2,Region,Region VII,%
2806,Poverty Incidence among Families (%),2006,Region VII,30.7,Region,Region VII,%
2807,Poverty Incidence among Families (%),2009,Region VII,26.0,Region,Region VII,%
2808,Poverty Incidence among Families (%),2012,Region VII,25.7,Region,Region VII,%
2809,Poverty Incidence among Families (%),2015,Region VII,23.6,Region,Region VII,%
2810,Magnitude of Poor Families,1991,Region VII,345870.0,Region,Region VII, families
2811,Magnitude of Poor Families,2006,Region VII,411431.0,Region,Region VII, families
2812,Magnitude of Poor Families,2009,Region VII,378221.0,Region,Region VII, families
2813,Magnitude of Poor Families,2012,Region VII,405694.0,Region,Region VII, families
2814,Magnitude of Poor Families,2015,Region VII,394336.0,Region,Region VII, families
2815,Poverty Incidence among Population (%),1991,Region VII,43.6,Region,Region VII,%
2816,Poverty Incidence among Population (%),2006,Region VII,35.9,Region,Region VII,%
2817,Poverty Incidence among Population (%),2009,Region VII,31.0,Region,Region VII,%
2818,Poverty Incidence among Population (%),2012,Region VII,30.2,Region,Region VII,%
2819,Poverty Incidence among Population (%),2015,Region VII,27.6,Region,Region VII,%
2820,Magnitude of Poor Population,1991,Region VII,1965272.0,Region,Region VII, people
2821,Magnitude of Poor Population,2006,Region VII,2274400.0,Region,Region VII, people
2822,Magnitude of Poor Population,2009,Region VII,2042027.0,Region,Region VII, people
2823,Magnitude of Poor Population,2012,Region VII,2094911.0,Region,Region VII, people
2824,Magnitude of Poor Population,2015,Region VII,2057479.0,Region,Region VII, people
2825,Subsistence Incidence among Population (%),1991,Region VII,25.5,Region,Region VII,%
2826,Subsistence Incidence among Population (%),2006,Region VII,18.8,Region,Region VII,%
2827,Subsistence Incidence among Population (%),2009,Region VII,14.6,Region,Region VII,%
2828,Subsistence Incidence among Population (%),2012,Region VII,13.6,Region,Region VII,%
2829,Subsistence Incidence among Population (%),2015,Region VII,11.9,Region,Region VII,%
2830,Magnitude of Subsistence Poor Population,1991,Region VII,1150331.0,Region,Region VII, people
2831,Magnitude of Subsistence Poor Population,2006,Region VII,1191152.0,Region,Region VII, people
2832,Magnitude of Subsistence Poor Population,2009,Region VII,960201.0,Region,Region VII, people
2833,Magnitude of Subsistence Poor Population,2012,Region VII,943523.0,Region,Region VII, people
2834,Magnitude of Subsistence Poor Population,2015,Region VII,884177.0,Region,Region VII, people
2835,Annual Per Capita Poverty Threshold (in Pesos),1991,Region VIII,5507.0,Region,Region VIII, PHP
2836,Annual Per Capita Poverty Threshold (in Pesos),2006,Region VIII,12520.0,Region,Region VIII, PHP
2837,Annual Per Capita Poverty Threshold (in Pesos),2009,Region VIII,16278.0,Region,Region VIII, PHP
2838,Annual Per Capita Poverty Threshold (in Pesos),2012,Region VIII,18076.0,Region,Region VIII, PHP
2839,Annual Per Capita Poverty Threshold (in Pesos),2015,Region VIII,21304.0,Region,Region VIII, PHP
2840,Poverty Incidence among Families (%),1991,Region VIII,42.3,Region,Region VIII,%
2841,Poverty Incidence among Families (%),2006,Region VIII,33.7,Region,Region VIII,%
2842,Poverty Incidence among Families (%),2009,Region VIII,34.5,Region,Region VIII,%
2843,Poverty Incidence among Families (%),2012,Region VIII,37.4,Region,Region VIII,%
2844,Poverty Incidence among Families (%),2015,Region VIII,30.7,Region,Region VIII,%
2845,Magnitude of Poor Families,1991,Region VIII,279555.0,Region,Region VIII, families
2846,Magnitude of Poor Families,2006,Region VIII,271319.0,Region,Region VIII, families
2847,Magnitude of Poor Families,2009,Region VIII,293886.0,Region,Region VIII, families
2848,Magnitude of Poor Families,2012,Region VIII,337221.0,Region,Region VIII, families
2849,Magnitude of Poor Families,2015,Region VIII,299897.0,Region,Region VIII, families
2850,Poverty Incidence among Population (%),1991,Region VIII,50.0,Region,Region VIII,%
2851,Poverty Incidence among Population (%),2006,Region VIII,41.5,Region,Region VIII,%
2852,Poverty Incidence among Population (%),2009,Region VIII,42.6,Region,Region VIII,%
2853,Poverty Incidence among Population (%),2012,Region VIII,45.2,Region,Region VIII,%
2854,Poverty Incidence among Population (%),2015,Region VIII,38.7,Region,Region VIII,%
2855,Magnitude of Poor Population,1991,Region VIII,1662289.0,Region,Region VIII, people
2856,Magnitude of Poor Population,2006,Region VIII,1627468.0,Region,Region VIII, people
2857,Magnitude of Poor Population,2009,Region VIII,1708941.0,Region,Region VIII, people
2858,Magnitude of Poor Population,2012,Region VIII,1882934.0,Region,Region VIII, people
2859,Magnitude of Poor Population,2015,Region VIII,1756744.0,Region,Region VIII, people
2860,Subsistence Incidence among Population (%),1991,Region VIII,29.5,Region,Region VIII,%
2861,Subsistence Incidence among Population (%),2006,Region VIII,20.8,Region,Region VIII,%
2862,Subsistence Incidence among Population (%),2009,Region VIII,19.4,Region,Region VIII,%
2863,Subsistence Incidence among Population (%),2012,Region VIII,20.2,Region,Region VIII,%
2864,Subsistence Incidence among Population (%),2015,Region VIII,16.5,Region,Region VIII,%
2865,Magnitude of Subsistence Poor Population,1991,Region VIII,981340.0,Region,Region VIII, people
2866,Magnitude of Subsistence Poor Population,2006,Region VIII,816001.0,Region,Region VIII, people
2867,Magnitude of Subsistence Poor Population,2009,Region VIII,778365.0,Region,Region VIII, people
2868,Magnitude of Subsistence Poor Population,2012,Region VIII,840518.0,Region,Region VIII, people
2869,Magnitude of Subsistence Poor Population,2015,Region VIII,750583.0,Region,Region VIII, people
2870,Annual Per Capita Poverty Threshold (in Pesos),1991,Region X,5529.0,Region,Region X, PHP
2871,Annual Per Capita Poverty Threshold (in Pesos),2006,Region X,12917.0,Region,Region X, PHP
2872,Annual Per Capita Poverty Threshold (in Pesos),2009,Region X,16878.0,Region,Region X, PHP
2873,Annual Per Capita Poverty Threshold (in Pesos),2012,Region X,19335.0,Region,Region X, PHP
2874,Annual Per Capita Poverty Threshold (in Pesos),2015,Region X,22345.0,Region,Region X, PHP
2875,Poverty Incidence among Families (%),1991,Region X,42.6,Region,Region X,%
2876,Poverty Incidence among Families (%),2006,Region X,32.1,Region,Region X,%
2877,Poverty Incidence among Families (%),2009,Region X,33.3,Region,Region X,%
2878,Poverty Incidence among Families (%),2012,Region X,32.8,Region,Region X,%
2879,Poverty Incidence among Families (%),2015,Region X,30.3,Region,Region X,%
2880,Magnitude of Poor Families,1991,Region X,236172.0,Region,Region X, families
2881,Magnitude of Poor Families,2006,Region X,263982.0,Region,Region X, families
2882,Magnitude of Poor Families,2009,Region X,298472.0,Region,Region X, families
2883,Magnitude of Poor Families,2012,Region X,320113.0,Region,Region X, families
2884,Magnitude of Poor Families,2015,Region X,311552.0,Region,Region X, families
2885,Poverty Incidence among Population (%),1991,Region X,46.6,Region,Region X,%
2886,Poverty Incidence among Population (%),2006,Region X,39.0,Region,Region X,%
2887,Poverty Incidence among Population (%),2009,Region X,40.1,Region,Region X,%
2888,Poverty Incidence among Population (%),2012,Region X,39.5,Region,Region X,%
2889,Poverty Incidence among Population (%),2015,Region X,36.6,Region,Region X,%
2890,Magnitude of Poor Population,1991,Region X,1403070.0,Region,Region X, people
2891,Magnitude of Poor Population,2006,Region X,1550490.0,Region,Region X, people
2892,Magnitude of Poor Population,2009,Region X,1661208.0,Region,Region X, people
2893,Magnitude of Poor Population,2012,Region X,1759570.0,Region,Region X, people
2894,Magnitude of Poor Population,2015,Region X,1720472.0,Region,Region X, people
2895,Subsistence Incidence among Population (%),1991,Region X,27.6,Region,Region X,%
2896,Subsistence Incidence among Population (%),2006,Region X,21.7,Region,Region X,%
2897,Subsistence Incidence among Population (%),2009,Region X,21.2,Region,Region X,%
2898,Subsistence Incidence among Population (%),2012,Region X,20.6,Region,Region X,%
2899,Subsistence Incidence among Population (%),2015,Region X,18.1,Region,Region X,%
2900,Magnitude of Subsistence Poor Population,1991,Region X,830327.0,Region,Region X, people
2901,Magnitude of Subsistence Poor Population,2006,Region X,861854.0,Region,Region X, people
2902,Magnitude of Subsistence Poor Population,2009,Region X,876175.0,Region,Region X, people
2903,Magnitude of Subsistence Poor Population,2012,Region X,918611.0,Region,Region X, people
2904,Magnitude of Subsistence Poor Population,2015,Region X,850858.0,Region,Region X, people
2905,Annual Per Capita Poverty Threshold (in Pesos),1991,Region XI,5653.0,Region,Region XI, PHP
2906,Annual Per Capita Poverty Threshold (in Pesos),2006,Region XI,13389.0,Region,Region XI, PHP
2907,Annual Per Capita Poverty Threshold (in Pesos),2009,Region XI,17120.0,Region,Region XI, PHP
2908,Annual Per Capita Poverty Threshold (in Pesos),2012,Region XI,19967.0,Region,Region XI, PHP
2909,Annual Per Capita Poverty Threshold (in Pesos),2015,Region XI,22754.0,Region,Region XI, PHP
2910,Poverty Incidence among Families (%),1991,Region XI,34.1,Region,Region XI,%
2911,Poverty Incidence among Families (%),2006,Region XI,25.4,Region,Region XI,%
2912,Poverty Incidence among Families (%),2009,Region XI,25.5,Region,Region XI,%
2913,Poverty Incidence among Families (%),2012,Region XI,25.0,Region,Region XI,%
2914,Poverty Incidence among Families (%),2015,Region XI,16.6,Region,Region XI,%
2915,Magnitude of Poor Families,1991,Region XI,187065.0,Region,Region XI, families
2916,Magnitude of Poor Families,2006,Region XI,229801.0,Region,Region XI, families
2917,Magnitude of Poor Families,2009,Region XI,252152.0,Region,Region XI, families
2918,Magnitude of Poor Families,2012,Region XI,268957.0,Region,Region XI, families
2919,Magnitude of Poor Families,2015,Region XI,192449.0,Region,Region XI, families
2920,Poverty Incidence among Population (%),1991,Region XI,39.6,Region,Region XI,%
2921,Poverty Incidence among Population (%),2006,Region XI,30.6,Region,Region XI,%
2922,Poverty Incidence among Population (%),2009,Region XI,31.4,Region,Region XI,%
2923,Poverty Incidence among Population (%),2012,Region XI,30.7,Region,Region XI,%
2924,Poverty Incidence among Population (%),2015,Region XI,22.0,Region,Region XI,%
2925,Magnitude of Poor Population,1991,Region XI,1138325.0,Region,Region XI, people
2926,Magnitude of Poor Population,2006,Region XI,1269291.0,Region,Region XI, people
2927,Magnitude of Poor Population,2009,Region XI,1356480.0,Region,Region XI, people
2928,Magnitude of Poor Population,2012,Region XI,1411063.0,Region,Region XI, people
2929,Magnitude of Poor Population,2015,Region XI,1092200.0,Region,Region XI, people
2930,Subsistence Incidence among Population (%),1991,Region XI,20.0,Region,Region XI,%
2931,Subsistence Incidence among Population (%),2006,Region XI,15.6,Region,Region XI,%
2932,Subsistence Incidence among Population (%),2009,Region XI,14.9,Region,Region XI,%
2933,Subsistence Incidence among Population (%),2012,Region XI,13.1,Region,Region XI,%
2934,Subsistence Incidence among Population (%),2015,Region XI,7.5,Region,Region XI,%
2935,Magnitude of Subsistence Poor Population,1991,Region XI,576150.0,Region,Region XI, people
2936,Magnitude of Subsistence Poor Population,2006,Region XI,645724.0,Region,Region XI, people
2937,Magnitude of Subsistence Poor Population,2009,Region XI,642900.0,Region,Region XI, people
2938,Magnitude of Subsistence Poor Population,2012,Region XI,602248.0,Region,Region XI, people
2939,Magnitude of Subsistence Poor Population,2015,Region XI,374332.0,Region,Region XI, people
2940,Annual Per Capita Poverty Threshold (in Pesos),1991,Region XII,6272.0,Region,Region XII, PHP
2941,Annual Per Capita Poverty Threshold (in Pesos),2006,Region XII,13319.0,Region,Region XII, PHP
2942,Annual Per Capita Poverty Threshold (in Pesos),2009,Region XII,16405.0,Region,Region XII, PHP
2943,Annual Per Capita Poverty Threshold (in Pesos),2012,Region XII,18737.0,Region,Region XII, PHP
2944,Annual Per Capita Poverty Threshold (in Pesos),2015,Region XII,21025.0,Region,Region XII, PHP
2945,Poverty Incidence among Families (%),1991,Region XII,47.4,Region,Region XII,%
2946,Poverty Incidence among Families (%),2006,Region XII,31.2,Region,Region XII,%
2947,Poverty Incidence among Families (%),2009,Region XII,30.8,Region,Region XII,%
2948,Poverty Incidence among Families (%),2012,Region XII,37.1,Region,Region XII,%
2949,Poverty Incidence among Families (%),2015,Region XII,30.5,Region,Region XII,%
2950,Magnitude of Poor Families,1991,Region XII,196284.0,Region,Region XII, families
2951,Magnitude of Poor Families,2006,Region XII,250168.0,Region,Region XII, families
2952,Magnitude of Poor Families,2009,Region XII,274043.0,Region,Region XII, families
2953,Magnitude of Poor Families,2012,Region XII,366169.0,Region,Region XII, families
2954,Magnitude of Poor Families,2015,Region XII,321286.0,Region,Region XII, families
2955,Poverty Incidence among Population (%),1991,Region XII,53.3,Region,Region XII,%
2956,Poverty Incidence among Population (%),2006,Region XII,37.9,Region,Region XII,%
2957,Poverty Incidence among Population (%),2009,Region XII,38.3,Region,Region XII,%
2958,Poverty Incidence among Population (%),2012,Region XII,44.7,Region,Region XII,%
2959,Poverty Incidence among Population (%),2015,Region XII,37.3,Region,Region XII,%
2960,Magnitude of Poor Population,1991,Region XII,1216120.0,Region,Region XII, people
2961,Magnitude of Poor Population,2006,Region XII,1410648.0,Region,Region XII, people
2962,Magnitude of Poor Population,2009,Region XII,1511050.0,Region,Region XII, people
2963,Magnitude of Poor Population,2012,Region XII,1895820.0,Region,Region XII, people
2964,Magnitude of Poor Population,2015,Region XII,1716649.0,Region,Region XII, people
2965,Subsistence Incidence among Population (%),1991,Region XII,31.6,Region,Region XII,%
2966,Subsistence Incidence among Population (%),2006,Region XII,18.4,Region,Region XII,%
2967,Subsistence Incidence among Population (%),2009,Region XII,16.7,Region,Region XII,%
2968,Subsistence Incidence among Population (%),2012,Region XII,23.2,Region,Region XII,%
2969,Subsistence Incidence among Population (%),2015,Region XII,20.4,Region,Region XII,%
2970,Magnitude of Subsistence Poor Population,1991,Region XII,720950.0,Region,Region XII, people
2971,Magnitude of Subsistence Poor Population,2006,Region XII,685000.0,Region,Region XII, people
2972,Magnitude of Subsistence Poor Population,2009,Region XII,658868.0,Region,Region XII, people
2973,Magnitude of Subsistence Poor Population,2012,Region XII,982244.0,Region,Region XII, people
2974,Magnitude of Subsistence Poor Population,2015,Region XII,939476.0,Region,Region XII, people
2975,Annual Per Capita Poverty Threshold (in Pesos),1991,Rizal,,Province,Region IV-A, PHP
